"Primary_Accession",count
"B8D0A0",117
"Q0I5H9",117
"Q3A8C7",117
"Q48F85",117
"Q47KT3",117
"Q87DY3",117
"Q65HA9",2
"Q89VV9",2
"B1YR44",2
"Q9PPM1",2
"Q6D276",2
"Q9ZLL0",2
"Q1MSE5",2
"P58668",2
"B2J1G1",2
"Q4FNA0",2
"Q48LZ4",2
"Q2J2S7",2
"Q5H0N8",2
"B0BRB3",16
"A6TRF9",16
"A1URX2",16
"B3QQE0",16
"Q895G2",16
"A0PKQ3",16
"Q55643",16
"Q5E7N1",16
"Q81WL2",32
"P55984",32
"A2ARA8",13
"Q60677",12
"D3ZW55",8
"Q8WN96",10
"B6EMS4",32
"A0PYC8",32
"P47858",60
"Q79PF6",2
"Q7V0C4",48
"P51541",54
"A1TA09",28
"Q2H7U1",28
"B1Y7V8",28
"Q1M498",28
"B2I5Z2",28
"Q87C18",28
"P17540",54
"P24722",54
"P70079",54
"Q6IRB8",1
"Q5HZN1",1
"Q6B0I6",12
"Q7W5N7",134
"Q7VW77",134
"B6J4X2",134
"A5G5T2",138
"A8GDA7",134
"B1KDA1",138
"Q2UPI1",4
"A8WFU8",153
"D3YXS5",115
"Q2NL05",153
"Q95LP1",153
"P23010",1
"P87171",64
"O64888",64
"Q1LTH2",60
"Q9CD45",64
"Q7V6S2",60
"Q7V111",64
"Q8DFF5",60
"Q7MMZ1",60
"Q6FIS9",163
"P30616",163
"O08309",163
"Q6C7B9",4
"Q04437",2
"Q48RC3",16
"Q6GEP0",219
"Q6UIL3",4
"Q60675",2
"P31242",9
"P0C7U7",1
"P07864",88
"P97840",4
"P49046",5
"B7GRY7",41
"A7MH13",41
"Q4A5S3",41
"Q7N1X3",41
"B4F049",41
"Q2LTN3",41
"B4E5N2",26
"Q8FU05",18
"Q473V1",26
"P43861",26
"Q3SQ49",26
"Q5HS77",173
"P08791",173
"Q82WI6",173
"Q7V842",173
"Q46LE2",173
"B4UAN0",16
"Q9AQC6",16
"Q6NHL0",16
"Q92A26",16
"B1ZUZ1",16
"B1VZ03",16
"A9AJ16",3
"B5XYA8",3
"Q3SRS3",3
"B1JBE5",3
"Q165G5",3
"B2I8J9",1
"Q87E55",1
"Q83PM9",17
"P11602",7
"P52922",72
"D3ZWK4",25
"Q9HJ89",30
"P39654",25
"Q53RB0",25
"P60809",4
"A3MR71",19
"A2S5T7",19
"Q62GT5",19
"A1V0R0",19
"A3NZK8",19
"Q3JNE6",19
"B4SJY1",19
"B8GMN6",19
"A7H438",6
"O25095",6
"B1KNM7",6
"Q8Z2X9",30
"A7I0U3",22
"B7MYZ0",22
"Q0TEI8",22
"Q8FEP8",22
"B1LPG2",22
"Q7VJR7",22
"Q1CV50",22
"B4EUW0",22
"Q93LC7",22
"O74298",7
"A3Q0V0",59
"Q6XT32",3
"P63233",3
"Q463X3",3
"Q2ICQ8",3
"P63234",3
"Q30NP9",3
"Q2PIK4",3
"Q2PIM0",3
"A4GCJ9",3
"P15977",4
"Q6LQM6",38
"B7URL9",38
"B7MMW1",38
"Q8XAS9",38
"B5Z1T9",38
"B7NHU3",38
"A1AB75",38
"Q0THU1",38
"Q1RBT9",38
"B2VIF2",38
"A7FJK4",38
"Q1C9U8",38
"B2JZJ5",38
"Q8ZG09",38
"Q1CGT4",38
"A4TKN8",38
"Q66C80",38
"B1JPZ6",38
"P27443",38
"Q29558",38
"P13697",38
"C7YS77",15
"Q8UJ85",8
"A9WWC9",8
"C5D2K6",8
"A0PSI5",8
"Q2KE51",8
"Q92TA4",8
"P16628",6
"P18636",25
"Q498J7",2
"A4WVF5",24
"Q6BT58",2
"P51616",12
"F1M5F3",2
"A7U6E7",789
"P52707",3
"P23174",55
"P13568",27
"B7L9U8",90
"B7NQB1",90
"Q57MM4",90
"A1CE73",1
"A2VE44",2
"B4TPI9",1
"Q1C6D7",226
"Q7CJ76",226
"Q1CHS9",226
"Q6FXQ8",60
"Q1EAF9",60
"Q11DS0",4
"P82610",9
"Q7NS23",9
"A8A6T6",9
"Q2SMS4",9
"Q5F863",9
"Q54P92",10
"Q99707",10
"A8AKY5",8
"C4K6P9",8
"A5F4W0",8
"Q9KNP9",8
"C3LSB1",8
"B9MDD1",22
"A1BEZ3",22
"B1VDN7",22
"A7MJQ6",22
"Q5FSK6",22
"Q1CUW4",22
"Q2VYQ2",22
"A9A923",22
"P0CW63",22
"B4SD42",22
"Q6GV10",22
"C1CDB0",22
"Q4JAL1",22
"Q3AWE6",22
"Q8D2N8",22
"Q2LUR0",16
"B7JC25",13
"A3ND55",16
"B2JGD1",16
"Q8R5Z6",13
"A1WUT7",5
"A5VKT6",5
"B2G870",5
"Q3J802",5
"Q0S1N9",16
"Q328F0",16
"Q820X9",4
"Q3M8N9",1
"O66638",1
"Q6G4V6",1
"Q0BC21",1
"A7MQS5",1
"B5EE49",1
"B7IFC4",1
"Q3BS94",1
"Q617Y0",86
"O88766",10
"Q9ZNG6",2
"A8ES35",5
"Q5KWT8",5
"Q0A8N7",5
"A7Z745",5
"A0RJ05",5
"B9IYG1",5
"Q634E9",5
"Q6HDD0",5
"A9IWH0",5
"B2JGI9",5
"Q5L6D1",5
"Q46XF1",5
"A4J2K1",5
"Q5HBV2",5
"Q2W2V2",5
"B8ZS29",5
"O33099",5
"Q98Q11",5
"A0QUW3",5
"A2C457",5
"Q48H61",5
"Q1LJ45",5
"A4WTT2",5
"Q12N64",5
"A0KW11",5
"P66978",5
"P66979",5
"B1VZW7",5
"B0BPE2",1
"Q02QU5",1
"Q4FR09",1
"Q0HWM0",1
"B1KKR3",1
"Q39BQ4",6
"B0T6E0",6
"Q820T0",6
"Q040F3",6
"Q74H94",6
"Q3B1B4",6
"A8AXP0",6
"Q30T75",6
"B7GMV9",8
"A4YJT4",8
"B2T7L1",8
"B8GW33",8
"P0CAV0",8
"A7GJN8",8
"B0TY78",8
"Q7NAK6",8
"Q8EWN6",8
"Q3B6Y3",8
"Q92KW2",8
"Q7ULV7",8
"Q04MU9",8
"Q8DRH8",8
"Q2LXU8",8
"C5BKL4",8
"B8N417",13
"Q2ULB2",13
"Q9FGK3",5
"Q1I574",60
"A0LLI8",60
"A9A1T2",4
"B9MFR5",2
"A1WC09",2
"A7HH64",2
"A1QZ99",2
"A3NZL8",2
"B2UTZ3",2
"Q72R82",2
"Q8F4J3",2
"Q0AJD8",2
"Q0VQP5",42
"Q0HHH4",42
"Q0HTS8",42
"Q2NUA5",42
"Q8PKS5",42
"P0CO93",10
"Q9VUM0",10
"P55110",54
"A1TH24",2
"Q7MYW1",10
"B1JE82",10
"Q9CJ17",19
"Q88W33",22
"Q6ADJ8",19
"Q8PWF5",20
"Q99ZV6",19
"Q10325",3
"B5F981",2
"B9WAG5",6
"A1U3J9",18
"B1ZL76",6
"B2FKI7",18
"C4JWQ7",6
"P24581",13
"Q9JLN9",6
"P03179",2
"Q5U581",1
"Q9UBK8",10
"Q9L5X0",2
"A7MEU5",5
"O30867",5
"A5UBY0",5
"Q989E5",19
"Q9CIP4",28
"B4RWE6",19
"B0T791",19
"A7FZC7",19
"C6BW35",19
"A1V9N9",19
"Q2SBJ4",19
"B5XSV2",19
"Q7MUW1",19
"Q55673",6
"Q81WD1",6
"A7FYX2",6
"A5I7A3",6
"Q5FUJ3",6
"Q03VW0",6
"B8ZT90",6
"Q9CB48",6
"Q6MAQ1",6
"A8G1G4",6
"A7WZM9",6
"A6TZL7",6
"A5IQU2",6
"P65462",6
"P65463",6
"C1DQA0",9
"A1UTC4",10
"Q65ZV7",10
"Q5HU47",8
"Q7NQ00",9
"Q0SQ58",10
"B1VHC3",10
"Q5FUJ4",10
"B8F3B7",9
"C4K735",9
"Q5ZSA5",9
"Q11GS6",10
"B1MP38",9
"Q1GIV0",10
"Q5E2Q1",9
"Q819Q2",7
"Q8K9T2",7
"Q1BZG5",7
"A0K484",7
"A7H4U5",7
"Q97EB9",7
"B2UXV7",7
"B8IZT9",7
"A0Q5C2",7
"Q604V5",7
"Q3B127",7
"Q5HQ09",7
"C5BP36",7
"Q8CZE4",9
"Q7NPZ4",6
"A0QF47",6
"Q6D8J0",2
"A0KGR9",2
"Q83P35",2
"C4L9N1",2
"B3H2J9",10
"B0BRS8",10
"A9VS13",10
"B1YSP3",10
"Q1BHQ1",10
"B1JUW8",10
"Q13X51",10
"A9KG24",10
"C6DZZ3",10
"A1AMW9",10
"A8GRI6",10
"A5UZK7",10
"A1S4E6",10
"Q0P570",7
"P0A221",9
"P0A222",9
"Q9JMH9",135
"P35580",135
"Q076A5",135
"A7E2Y1",135
"P70569",146
"A6ZMG6",135
"Q04439",135
"Q9LKB9",135
"Q9Z1N3",135
"Q9FLF7",3
"Q57850",2
"Q32IH8",2
"Q9V2R0",42
"Q9PC24",11
"B0XSH8",4
"Q4X122",4
"P0CM19",4
"B7UPC3",12
"B7MTN7",12
"Q4QLU8",15
"A1VZC8",43
"P39185",43
"B9L8L4",43
"Q9I4G3",43
"Q92Z36",43
"Q67QZ1",43
"A8PGQ3",8
"P26089",47
"A4U7B0",47
"Q8WHX3",15
"Q0QLF2",47
"P0CB68",5
"P04603",12
"Q7M4T0",31
"Q57977",6
"B1YD95",6
"A3DNG9",6
"B1LAF7",5
"Q3HXZ0",2
"P25427",2
"A1SDK4",6
"Q4ZZI6",6
"Q0SG15",6
"Q0P7X3",6
"A3PYK5",6
"B0BTX5",6
"Q2IE76",6
"Q8G5R2",6
"Q9AAZ2",6
"A4IVT5",6
"Q39WP5",6
"Q74AP9",6
"Q65RK2",6
"A6Q0Z0",6
"Q7N8X6",6
"Q7MTR7",6
"Q53118",37
"Q5PDL4",6
"Q8Z9N5",6
"Q00267",16
"P39863",27
"P70728",26
"P18105",116
"P29476",325
"Q9I4L0",23
"Q73KE1",24
"Q8RQQ0",8
"Q5ZKD4",130
"Q6DPK1",364
"Q38SQ5",364
"Q7UI46",37
"Q8A7V7",62
"Q9S1E5",62
"Q1PUD3",13
"Q9ICB2",2
"A4ZCW4",2
"B4J8A0",1
"Q96CW9",3
"Q08636",148
"Q9P7M8",1
"Q3C1P9",2
"Q8KX60",2
"P33502",2
"Q70Y26",2
"B1A984",2
"A6H5P2",2
"A6MMR3",2
"A6MMZ5",2
"P56752",2
"Q32126",2
"P24978",2
"P03917",2
"Q76LN2",2
"Q6FE69",5
"Q1LT91",5
"B4U8I3",5
"A8GH14",5
"Q9X853",15
"B4UIA9",15
"Q6G391",15
"Q2SZN2",15
"Q2GDJ8",15
"Q0AHJ7",15
"A4SXQ0",15
"Q1AVI6",15
"P0A1Y5",43
"P0A1Y4",43
"Q07NL6",2
"Q8YGK7",2
"A5VPZ0",2
"B7LM50",2
"Q1GZL6",2
"Q73V08",2
"Q73IK1",2
"Q5PAS5",1
"Q39JU7",1
"B9KER3",1
"Q47AD0",1
"Q72DK0",1
"A1VF56",1
"B7MBV2",1
"Q8X9K7",1
"B5YS72",1
"A1AG86",1
"Q0TCS7",1
"Q8FD82",1
"Q834V4",1
"A1WY48",1
"Q7VK84",1
"B6JKN2",1
"O25074",1
"Q9CF94",1
"Q1WT46",1
"A5IYU8",1
"Q602A7",1
"Q5Z041",1
"A2BP15",1
"B2UCV3",1
"B9KW04",1
"A5A6H9",38
"Q5SLR4",38
"Q8K9N2",3
"Q1RHI5",3
"Q68XI8",3
"P21883",3
"Q4ULG1",3
"P21882",10
"P06202",49
"P35845",7
"P21375",10
"A1TLB7",413
"B7MLQ9",413
"B8DHF4",413
"O86412",27
"Q6AA77",413
"Q7VAW6",413
"Q7U5V5",413
"Q9VL00",12
"Q6IE36",34
"Q3UU35",34
"P13481",113
"P25035",113
"Q96480",110
"P37254",18
"C0ZZU4",6
"A4X747",6
"B1W310",6
"Q1H2L0",1
"P50449",103
"Q2U0M4",6
"O67783",20
"B8FFR9",20
"Q6AJ44",20
"A5FAQ5",20
"A4IQ61",20
"B5ZAF6",20
"Q5ZS58",20
"Q2YAN9",20
"Q3JCP9",20
"A1SIB6",20
"Q7N869",20
"B2RIF8",20
"Q7MWM0",20
"A3PEE4",20
"Q2IXB0",20
"B0C6S1",76
"A3PF80",74
"A4SJ60",74
"Q729A4",74
"A1VBJ2",74
"P56061",74
"Q1GLQ5",74
"Q6G678",74
"Q8NUN2",74
"Q4A0T9",74
"A0LF67",74
"O86953",74
"B0U1Q3",74
"Q2JE00",8
"Q12F35",8
"P52999",8
"A4XMZ2",8
"C1D1G6",8
"Q2A4C8",8
"Q0BMQ7",8
"Q2RM59",8
"Q04430",4
"Q80E12",5
"Q6RZP5",5
"P43703",29
"O50017",29
"P0CK67",28
"P0DJW7",28
"P0CK79",28
"A4K153",4
"P71586",11
"Q9I6Q8",151
"Q2L1L0",20
"P65687",20
"A1KF31",20
"C1AJN6",20
"B8ZTI5",20
"O06084",20
"A5TYT6",20
"P65686",20
"P0ABF3",7
"P0ABF2",7
"P0ABF1",7
"Q62849",2
"B7JWS2",17
"A3PCF5",17
"Q10X61",17
"Q8WUM4",3
"Q0CNV1",226
"P0C1Q2",108
"Q63421",106
"Q22000",108
"O54735",108
"B4NAL6",108
"A1JTT9",40
"Q5HTM4",8
"B5Z9L3",8
"A9M642",54
"B0CHH2",54
"Q8FZT6",54
"Q7V6Q5",54
"Q2RT91",54
"Q8EH78",54
"B2I669",54
"Q87F88",54
"Q46IM1",17
"P94449",4
"A2R3I1",2
"A2RBL2",2
"B1Y9M9",4
"Q83QK5",150
"Q7MZ93",5
"Q0HPB6",5
"Q32A22",5
"P27337",39
"Q9LSP0",41
"Q9QXY9",1
"Q9AGC0",32
"P27607",102
"Q8MIF7",17
"P08967",17
"Q9K714",17
"B3DRV9",17
"Q7WB43",17
"A9WKE4",17
"B9LM50",17
"P33161",17
"A7NKY6",17
"Q1GHP9",17
"A5F9G2",17
"P0C6Q3",17
"Q9P358",8
"A1DLC1",1
"Q5ASG9",1
"Q54UQ2",25
"Q8K9F8",2
"Q7TVJ6",2
"A1KQH3",2
"A5U9G7",2
"P96240",2
"A1TGX7",2
"Q38YY6",60
"Q13B10",60
"Q8DJN6",60
"O66932",233
"P06593",8
"B3EX61",64
"Q8C115",2
"P24135",10
"P45723",6
"P12401",2
"P51805",28
"P23980",39
"O22256",2
"Q09525",29
"P83948",2
"Q9N5L4",9
"A9IIC5",64
"Q89SS3",64
"Q8Y0L2",64
"B5FQ81",64
"B5QZD8",64
"B5R8M1",64
"C0PXX2",64
"Q2NU84",64
"Q4WHW1",3
"A8EU19",33
"A7GRD7",33
"B2S9G0",33
"Q2YQR3",33
"Q57A96",33
"A9M9Z8",33
"B0CK15",33
"B8G3Z1",33
"B2V4H5",33
"C3PH09",33
"A4QEY2",33
"A7HK24",33
"Q4QNV7",33
"Q92C23",33
"Q2RJL9",33
"B1MD62",33
"Q2GEY8",33
"Q82XT0",33
"A8H735",33
"A6UF34",33
"Q2LWT4",33
"Q5E7L1",33
"Q4UW98",33
"Q8P7V1",33
"Q6W8W5",17
"P13561",300
"Q9YLG5",4359
"P03313",3757
"P03308",96
"Q5Y944",10
"P08617",2
"Q81487",126
"P23008",4117
"P03301",3877
"Q6DV88",3289
"Q074N0",3289
"Q9UBT6",15
"Q86925",2897
"P04026",1
"P31623",177
"P23074",92
"Q51485",2
"Q110U3",12
"O04858",13
"O82733",11
"Q7SZ10",11
"A2X2G3",11
"Q0E2S4",11
"P05186",89
"P29523",89
"Q42736",20
"Q9P3X9",2
"A8GI41",2
"Q08305",4
"Q60676",11
"P94459",8
"Q9DAS4",2
"P04925",2
"Q95211",2
"O57934",7
"P33089",3
"B2I3D3",266
"C3NZU4",280
"C3LEW9",280
"Q81P27",280
"A1URN6",280
"B3EE24",286
"B7UJD1",266
"C6E7L9",266
"A1S8L1",266
"A3CMT1",286
"B1XLA4",280
"Q2IMF3",6
"Q6G4Z1",6
"A8AKP5",6
"Q6NFV9",6
"B8HQP9",6
"A6T562",6
"Q6LTX3",6
"Q1LIQ1",6
"B3PRZ4",6
"Q31IT3",6
"Q9KPT8",6
"O74524",17
"P46466",2
"P58576",14
"A4QLJ3",14
"P49480",14
"Q09G47",14
"Q9SA56",7
"P36213",7
"Q3AV15",150
"Q2JTM8",150
"Q1KVU8",150
"P51212",150
"B1VKC1",28
"P24065",28
"A7Y3C5",28
"Q1KVW6",150
"P28253",150
"P06404",150
"A4GGA2",150
"Q85WW5",150
"P46483",11
"B0BN93",2
"Q0P8U0",8
"Q939J8",8
"O43242",2
"A8LQI0",18
"A1SQN1",18
"B3P1R1",4
"C1F905",19
"B9J795",19
"B8J804",19
"A1R0L0",19
"A9M6K1",19
"C0REH2",19
"P65863",19
"A5VRR6",19
"P65864",19
"Q1IWN4",19
"C5B806",19
"A2SKU1",19
"Q03DZ8",19
"B4R8Q8",19
"Q7MXK9",19
"A2BP49",19
"Q3IZN0",19
"C4K1L4",19
"Q01QR3",19
"Q5XEM3",19
"Q8P327",19
"Q1J956",19
"A2RBX7",19
"Q5GTI9",19
"P38876",6
"Q9Y2R2",3
"B2RJX3",8
"Q50028",24
"Q1D9V4",8
"Q5RB59",31
"B7J6C1",31
"B5ELM2",31
"Q475J5",31
"B2VE61",31
"C6E6C1",31
"C4K789",31
"Q7VFQ6",31
"Q48LD2",31
"Q0S784",31
"O05946",31
"A5UWC5",31
"A3D944",12
"Q47KH4",31
"B5YFN3",31
"Q8D915",12
"Q7MLF9",12
"A4SR98",14
"A0R900",14
"B7IUV7",14
"Q5WJ82",14
"B2V3C3",14
"B1IL57",14
"B1LPG6",14
"B0UWT1",14
"B0SGW3",14
"B0SQ10",14
"Q8YSJ2",14
"Q92KX6",14
"P26978",14
"Q9KY50",14
"C4LA41",14
"C5C333",57
"Q2SWD3",57
"A7H5L7",57
"A1W1A5",57
"Q5HST3",57
"B7JXN4",57
"Q5KU76",57
"Q5V2N1",57
"Q72PA7",57
"Q8F738",57
"Q6F243",57
"A2SHA4",57
"C7Z193",57
"Q04EU8",57
"A9BHV4",57
"A1VNG5",57
"Q2RVD8",57
"A6Q6M5",57
"Q67J55",57
"Q5N1D4",57
"P73290",57
"C6A270",57
"Q8PNB5",57
"Q3BWF4",57
"B2SNJ3",57
"B0U498",57
"Q1C105",57
"B2K2K4",57
"Q8ZIV7",57
"A9QYM6",57
"Q1CEG0",57
"A4TRN4",57
"Q66FB0",57
"B1JMN3",57
"A9VRF1",8
"Q5UZ65",4
"Q3ITS6",4
"P07388",24
"O30130",413
"Q5HBA3",413
"Q39US4",413
"B5ZAD2",413
"Q0BZU6",413
"Q8TVB2",413
"A1SZR6",413
"B5FSF3",413
"Q31QG7",413
"Q5N3S1",413
"Q8DCF6",413
"A1JRD5",413
"A1SX20",15
"Q9KL24",15
"B2I2A7",8
"Q2IH81",8
"P13242",8
"Q83B36",8
"Q28MG4",8
"Q04C51",8
"B2IUT0",8
"Q4L808",8
"Q4JAK8",8
"P74208",8
"Q5V2T4",152
"Q73DE0",1
"B0RWU6",8
"Q4KH86",47
"O57947",18
"P0C6Y0",141
"Q9V8W3",1
"A5F5C5",1
"P0C2C2",196
"Q42813",196
"Q31948",196
"A4QKT9",196
"B1WXH3",196
"P37393",196
"Q85G81",196
"A6MML5",196
"P48073",196
"P48074",196
"P48075",196
"P28428",196
"Q01874",196
"P48717",196
"Q9KN37",24
"P25183",4
"Q9JJT0",1
"O14227",4
"O82190",4
"P48291",1
"B2VHD6",1
"C4K841",1
"Q65QB0",1
"Q2P1M9",1
"B2SUC8",1
"O30633",1
"P08394",6
"P24230",1
"A6VN19",4
"Q2GFZ4",4
"Q39Q42",4
"A5G9K4",4
"Q5FTB6",4
"B1M6N6",4
"Q68WU0",4
"Q57S78",4
"A5VDM1",4
"A5GLY6",4
"A4SK64",12
"A8EQZ4",12
"A3NZS4",12
"Q3JN85",12
"A3NE24",12
"Q63QF0",12
"A7I3Q0",12
"Q9Z968",12
"A5CQ48",12
"B6J390",12
"Q9ZMZ0",12
"B6JA06",12
"C3KDC6",12
"B1JEP6",12
"A8FYZ0",12
"Q9K4E4",12
"Q2JL68",12
"Q5F5H5",12
"B4RQU4",12
"O83585",12
"C5BHI4",25
"A5UBE8",38
"Q92372",2
"P37755",25
"Q8ISF8",407
"O14827",1
"A4WG93",92
"C6DJR2",92
"Q8ESX1",88
"Q3BCQ4",39
"P59555",6
"B7LS01",6
"P57863",6
"Q9PBZ3",2
"A4TC13",2
"A7ZXS0",52
"A7ZHB9",52
"B7NHD4",52
"Q63UQ8",1
"A4JEL4",1
"A5GBX9",1
"Q8YXJ1",1
"A9MSQ9",1
"A5IL80",1
"Q10Y85",1
"P47473",37
"P78027",37
"Q7LG56",48
"Q73TP6",4
"Q4R7Q7",36
"Q920A5",4
"Q9SYL9",1
"Q2EEV8",170
"B1X4Z6",122
"Q93W22",46
"C3MXH2",1
"P35979",6
"A9A7T0",48
"Q8ZWD8",48
"Q7T3N3",48
"B0R675",48
"P50562",48
"P49693",46
"P91914",3
"C1DKL6",170
"B7IT22",170
"B7HJ51",170
"Q81J39",170
"B8D0C7",170
"Q5F5T0",170
"B4RQY1",170
"Q0AIJ2",170
"A1S221",170
"Q4L8B1",170
"O24692",170
"P38510",170
"P49211",6
"A6KYJ5",161
"Q487Z3",161
"B5EFQ0",161
"Q7VKD2",161
"A6UV68",171
"Q3A6P7",161
"A2C4Z9",161
"A8G762",161
"Q4FUF6",161
"A1RVG3",118
"Q2IXR0",161
"Q8DMN1",161
"B0K5P3",161
"Q8K951",125
"B1IGF3",126
"C1CXG5",126
"C6C186",126
"B0RZU1",126
"B4U745",126
"A1TYJ8",126
"A3CSZ8",47
"P10135",126
"Q4A5C2",3
"C3PPA6",126
"Q5LLU7",126
"A7IFY2",126
"A9IW11",122
"Q28UU2",122
"B2GJ05",122
"Q6AD07",122
"Q605C4",122
"A3CT10",5
"Q820Q9",122
"A9BCN5",122
"B1JAK0",122
"Q07KN0",122
"Q6N4U5",122
"B3QBW8",122
"Q49ZF6",122
"Q9PE64",122
"A1TJT2",79
"C1F627",44
"B2TIJ0",49
"Q30Z57",49
"C5CC48",5
"Q2RFR2",48
"P21533",5
"B9KZX3",49
"P32277",3
"Q0BEW2",2
"Q6LMS7",2
"A6VWM5",4
"Q0HGM5",4
"P33643",1
"Q9NYK5",1
"Q08DT6",1
"Q9HD33",1
"B5F571",4
"B4TX11",4
"A8GF49",4
"A5F0G1",4
"A7Z7F1",4
"O84402",4
"P50524",4
"Q7T6X7",98
"B9JDV2",60
"Q8G3Z3",60
"Q5L6Z9",60
"A2CI44",60
"P92225",60
"Q3YRN2",60
"Q6B8X4",60
"Q0ANS4",60
"Q98Q08",60
"A0PMB7",60
"Q5Z1K9",60
"B4S5A1",60
"Q7UIC5",60
"Q1RHP5",60
"A0LIL7",60
"Q60F88",60
"A5FZX1",101
"Q2GJ68",101
"A0R8H2",101
"Q73FA4",101
"C1ET31",101
"B7HQT6",101
"B9IZI6",101
"Q63H98",101
"Q6HPR6",101
"A9VP69",101
"P57146",101
"Q09MI6",101
"C4K4F1",101
"A5IHS1",101
"O86094",101
"A9L988",101
"Q8F0S2",101
"A4T1P4",101
"Q9TL06",101
"Q6MDM1",101
"A8G1F5",101
"A4QKI3",98
"A8W3B5",98
"A6MMJ8",98
"B2J199",98
"B2X1Z3",98
"P52733",98
"Q7U8K3",98
"A5GVF1",98
"Q3AZA3",98
"A1EA00",34
"Q9BBS7",89
"B1NWE0",36
"A0JZ92",98
"A7Z0N0",98
"B2IK56",98
"Q9AAU1",98
"A6LPQ5",98
"A7GJ81",98
"Q1H4P3",98
"B4RQW3",98
"A5D5I3",98
"Q6LLW3",98
"Q3J5S9",98
"A8GMA8",98
"Q5HRK9",98
"Q8CQ83",98
"P0C0E0",98
"P33540",7
"Q9FT70",2
"Q85AW7",173
"Q7YJY1",173
"Q09FX2",173
"Q54S90",13
"Q0E9B6",10
"Q6XHX5",10
"P79013",4
"P41115",13
"A7GZJ6",117
"B8IS80",40
"A1SNN8",40
"Q211E3",36
"A8EXJ9",39
"Q9HJ42",15
"P17704",10
"Q962R2",10
"Q8SQS8",14
"Q94613",14
"Q9HE74",19
"Q5PAF6",173
"Q057T1",173
"A4JF75",173
"A4XM02",173
"B9E1I8",173
"A5N828",173
"Q470D7",173
"B2VE05",173
"B7KZG0",173
"A9W4G3",173
"Q73VQ7",173
"Q7V7Z4",173
"Q1LNF8",173
"B6ISV1",173
"A8M6B1",173
"Q2JU28",185
"P74071",173
"C5CKS0",173
"B0Y356",13
"Q4WTM9",13
"A8NX92",13
"B0WN96",13
"B3P9W1",13
"P55830",13
"A1CZL7",13
"Q9V2K7",13
"O66437",173
"B5RM42",173
"B5RPI8",173
"A8AQL0",173
"A7ZSK3",173
"B7UK38",173
"B7MCS9",173
"B7L4K3",173
"P0A7V5",173
"B5YTN5",173
"B7NLN3",173
"B7N198",173
"B7M1M8",173
"C4ZUG9",173
"A8A5B9",173
"A1AGK2",173
"Q0TCE7",173
"P0A7V4",173
"B1IPY5",173
"P0A7V3",173
"B7NDT5",173
"B6I228",173
"B1LHC8",173
"Q1R612",173
"Q8SQM3",15
"A4WFC2",173
"B7LRT0",173
"A6GZ93",173
"P44372",173
"C4K7B2",173
"C5CGQ8",173
"C1DAS3",173
"B1HMX4",173
"O66095",173
"B5F7T9",173
"A9MN54",173
"Q57J38",173
"B5FJK8",173
"B5R285",173
"B5RH21",173
"B4TKK9",173
"B4SUT4",173
"Q5PIV8",173
"A9MSZ2",173
"C0Q0B0",173
"B5BGY0",173
"B4TXD6",173
"P0A7V7",173
"P0A7V6",173
"B2U2T2",173
"Q31VW2",173
"Q32B37",173
"Q0SZY8",173
"Q3YWU5",173
"Q8VS61",173
"P87158",14
"A6VGZ7",14
"P49398",14
"O05641",12
"Q5JDK8",2
"Q8TRC2",16
"Q8LJU5",12
"Q90YR6",12
"Q06488",2
"Q8ZNZ2",1
"C7Z0Q8",13
"P92532",40
"C4ZVX1",1
"B1X765",1
"P46849",1
"B7V0C8",1
"B4TKU5",1
"Q974U1",1
"Q6NZS4",6
"Q74MJ0",6
"A7RKF6",6
"Q13761",12
"Q5I7G2",3
"P21817",11
"Q91VE0",3
"Q9XS59",25
"Q8BG16",25
"Q6GM29",1
"P21130",4
"Q8JGT5",2
"Q8TRA5",40
"B8IPU4",64
"P50252",20
"Q975T0",40
"Q88X61",60
"B9DLL5",60
"Q5RK30",2
"Q9C7D6",4
"A1STJ9",29
"P27218",9
"Q68XN9",55
"Q39828",2
"Q8SUL0",2
"O94590",12
"Q47LZ9",19
"A1K3V5",19
"B8F3L6",19
"Q5R0N7",19
"Q6LMG3",19
"Q7V9M9",19
"Q4ZNZ8",19
"Q1LIN6",19
"C0ZWZ6",19
"Q1RI36",19
"A3QIL3",19
"A8F530",19
"Q10VW7",19
"Q83NT4",19
"Q83N29",19
"F6CFW7",16
"Q97P79",16
"P57571",16
"Q9HPB1",16
"Q977V3",16
"O25879",16
"Q8U019",16
"Q99985",26
"P70275",26
"Q9KQA4",2
"A5A6P1",8
"Q0VD24",1
"A1WWG6",1
"C6DC42",1
"Q67QV9",1
"B0KCE9",1
"B0K5C5",1
"Q73YC1",22
"Q25337",3
"Q07837",53
"O18637",12
"O01510",6
"Q70PP2",6
"Q9HCE7",13
"B4JG39",1
"Q7Q6R1",1
"Q5VRL3",75
"Q9P9L3",221
"Q60036",221
"Q92450",221
"Q8HXP4",221
"Q8HXP2",221
"P09671",221
"Q5HNZ5",221
"P0C0Q6",221
"P0C0F9",221
"P0C0F8",221
"Q6VYA3",1
"Q85339",86
"P15777",1
"E3W204",18
"Q6BVE1",2
"Q8NIV6",2
"Q9ZQR6",58
"P00528",13
"A6VHE0",9
"A3MWX6",7
"Q54431",9
"Q0W2G1",9
"B3PUN0",2
"Q2KAF1",2
"Q6N6C9",2
